Statue De Jean-Baptiste Carnoy,50.850553,4.451147
Stormtrooper en tutu,50.851075,4.454288
Viaduc Stalle,50.796546,4.32838
Street Art ,50.838732,4.341407
Sunset Tiles,50.8035,4.337968
Art Nouveau Windows,50.802184,4.340818
Twins En Druiven,50.805153,4.341556
Monuments aux Combattants de l,50.801463,4.340431
Uccle Postillon,50.802694,4.339795
Art at Rogiers Tower,50.856362,4.359222
Vieille Maison Bruxelloise,50.853747,4.353777
Hotel Le Dome,50.855282,4.357494
SIRU Towertop,50.856286,4.358599
The Couple,50.851617,4.441561
Plaine De Jeux Marcel Thiry,50.855536,4.439641
Four Pillars,50.853344,4.442485
Three Horses,50.813057,4.339691
Beekkant ,50.853689,4.322935
Bauduin Tree,50.830009,4.390461
Mia Pizza,50.821565,4.405904
Métro Demey,50.813774,4.42003
Br(ik,50.821696,4.395148
Arsenal,50.825379,4.394776
Cvo Centrum,50.822243,4.391475
Regards de Lumière,50.826598,4.390287
Statue Vub ,50.823209,4.392024
Le Foyer Etterbeekois ,50.826854,4.388548
Braemgebouw,50.822936,4.392425
Old Door with Sculpture,50.823636,4.391323
Vub Colonne,50.82243,4.392663
VUB Jambes,50.822693,4.392239
Vub Rectangles,50.82243,4.392367
Visages,50.824731,4.397661
La Biche Et L'oiseau,50.821895,4.395149
Cueillette,50.831621,4.443193
Mural Paint,50.835772,4.389051
Cavalerie,50.835907,4.414969
Ambassade De La République Tunisienne,50.834754,4.421519
Note Jaune,50.835444,4.405004
Consulat Général De Tunisie,50.832878,4.404908
Skateparc Court St Michel,50.835108,4.401302
Букет,50.834427,4.403918
Les Jumeaux ,50.824164,4.385723
Fliegender Kranich,50.825288,4.378932
Angel Face,50.828509,4.378199
Chien Et Cape,50.824731,4.376936
Facade Fleurie,50.817832,4.379309
Les Fabulous Tartes De Françoise,50.820299,4.376933
Cercle Agro ,50.813165,4.381139
Gemellaggio,50.835553,4.380089
Justice de Paix,50.835854,4.379905
Centre Sportif De WSP ,50.830479,4.455374
Headless Sculpture,50.836021,4.374471
Free Palestine,50.83602,4.372832
Église Stockel,50.841131,4.462913
flower on the wall,50.840687,4.463473
Tintin ,50.841381,4.464532
Sirène,50.836047,4.41617
Chili's Ambassy ,50.836294,4.40603
Centre Ernest Richard,50.836807,4.395165
The Crown Bar,50.838156,4.397536
Hospital Saint Elisabeth,50.805046,4.369066
Hungarian Coat of Arms,50.800883,4.369483
Bascule Moderne,50.815911,4.367096
Pierre Carsoel,50.810619,4.359582
Parc Léopold Entrance,50.839987,4.380126
Berlaymont - EU Commission HQ,50.842766,4.383421
Tower,50.839576,4.376908
Chiens De Garde,50.838087,4.386018
Yitzhak Rabin Memorial,50.839836,4.379455
European Year Of Environment,50.842526,4.383227
Matteucci Plaque,50.839406,4.378341
Installation Monumentale,50.815717,4.360613
Hiéroglyphes,50.840872,4.371986
Flowerpower,50.840175,4.36758
EP Informatiebureau in België,50.839,4.373603
Embassy Of Canada,50.840834,4.366531
Wiertz Museum,50.837315,4.376212
Glass Decor,50.840986,4.370863
Dandelion Flower Fontain,50.828498,4.362115
Place Louise,50.835785,4.355008
Woeste,50.835771,4.364952
Plaque 1954,50.831168,4.357701
Palais Du Goulet Louise,50.834326,4.356839
Colored Box ,50.83499,4.353781
Façade Fleurie,50.835881,4.364104
Balcon À Vitraux,50.83617,4.364482
Graffitis Bd de la Woluwe,50.84771,4.440204
Fondation Semet Solvay ,50.855809,4.345858
Yser - Métro Station,50.856643,4.352673
Anais,50.852994,4.353112
Blue Invader,50.853134,4.352845
Voute Florale,50.854153,4.353713
Mosquee Omar Ibn Al Khattab,50.855638,4.345631
Lion's Head Statue ,50.84717,4.371501
Vierge sans tête,50.847187,4.370414
Vloertegel Mozaïek van een hert.,50.846853,4.375462
The Hammer,50.847254,4.37186
Painted Lady,50.84727,4.372171
Italian Permanent Representation,50.847118,4.371018
Fondation Guillaume Charlier,50.847483,4.369851
Queen Astrid (1905-35) on the ,50.846791,4.467251
Bruxelles - Stainless Steel Sculpture,50.835853,4.335661
Fontain,50.804338,4.352447
The Painter Relief,50.794216,4.361069
Beautiful Facade,50.850458,4.394181
Place Dailly,50.852255,4.388007
Place Meiser,50.854695,4.398639
School Drawing,50.814511,4.326609
Parkschool Handprints Wall,50.814309,4.32676
Jean Delville,50.808482,4.33109
Cambio Station Danco,50.80046,4.337288
Yellow House,50.799966,4.335342
Wolvendael Park West Entrance,50.799977,4.341671
Mémorial Guerre 14-18,50.821537,4.340488
Halles Saint-Géry,50.848123,4.34745
République Argentine Memorial Stone,50.799979,4.365891
Square de le République Argentine,50.800112,4.366088
Le Balmoral,50.816808,4.353334
Prison Militaire Allemande,50.822362,4.34627
Prison de Saint-Gilles,50.822403,4.346798
Almeida Garrett,50.824459,4.346719
Bronze d'ouvrier,50.824351,4.34502
Aux Patriotes Saint-Gillois,50.822682,4.346615
Plaque M. Van Meenen,50.82491,4.345776
Bronze de pompier,50.824609,4.346356
Sagittaire,50.844797,4.425505
Maison Communale de Woluwé-Sai,50.84364,4.425687
Umbrella Family ,50.844712,4.422349
Stone Cross,50.814798,4.326571
Steel Livestock,50.857877,4.350117
Mini Statue Marie & Jesus,50.820896,4.511519
Chocolat Monumental,50.805612,4.325258
Ancre,50.807072,4.33015
Créons Cigar,50.831373,4.342772
Jean Jacobs,50.834826,4.351861
Fancy Hatter,50.831328,4.353472
Monastère du Carmel,50.830236,4.352857
André Hennebicq,50.831086,4.352943
Georges Rodenbach,50.832039,4.35243
Kunst Bij Arcade,50.83215,4.350451
Allégorie de la Suisse,50.829153,4.352405
La Porteuse d'Eau,50.831587,4.343582
Rainbow Wave,50.83253,4.346132
Iron Butterfly,50.831624,4.353625
Hommage À Clara Clairbert,50.829805,4.352667
Kleur Speelplein,50.851606,4.319139
'Le Scorpion' ,50.847693,4.361866
Henri Alexis Brialmont Statue,50.847778,4.363117
Musée du Jouet / Speelgoedmuseum,50.851575,4.36585
Happy Blue Aliens,50.8521,4.365632
Chaise,50.845914,4.388057
Fontaine En Cascade,50.849413,4.390281
Chasseurs Ardennais,50.849181,4.389919
patriarchat equmenique de belgique,50.85013,4.389648
Monastry Kraainem,50.85471,4.457661
Plaque commémorative Carl  vont Linné,50.852387,4.455052
Madonna and Child,50.85516,4.458932
Tibetan Prayer Flags,50.848743,4.402165
Stained Glass Franklin ,50.844554,4.384956
La Gare Het Station,50.843442,4.381017
Robert Schuman Memorial,50.843536,4.381359
Ambiorix Monument,50.847306,4.383072
Kaoutar's Horse,50.846962,4.382817
RTL House,50.856762,4.408769
Hof Ter Musschen,50.853626,4.447329
Country Club,50.854915,4.446871
Réserve Naturelle Hof Ter Musschen,50.854955,4.446425
Windmill Bruxelles,50.852951,4.447038
Bien hotel ,50.855508,4.446
Centre Dansaert Centrum,50.85234,4.342287
Natura 2000 Tableau,50.788893,4.334819
Fatma Lemonnier,50.840134,4.341009
Esplanade De L'Europe,50.838352,4.337361
Bruxelles tour du Midi Fountain,50.837826,4.337504
La Tendresse,50.803548,4.333727
Free Books Box,50.803385,4.333538
Uccle Maison Communale ,50.803511,4.333294
Bibliothèque Du Centre Section Jeunesse ,50.805267,4.338947
Fontaine de l'Envol,50.803881,4.333134
Fruitsculptuur ,50.835029,4.302091
Dix Monolithes,50.795362,4.317528
Nepal's Embassy,50.814653,4.348665
Boeken Box,50.796236,4.347784
Crossroads Ruins in the Forest,50.824315,4.528747
Three Emblems,50.853528,4.363189
ITUH,50.856947,4.35615
Fontaine De Pol Bury,50.856673,4.355509
Double Folded Circle Ring,50.856299,4.35582
Love Statue,50.85118,4.434903
Mosaïque Rue Roosendael,50.808837,4.331752
Façade Sportive Etterbeek ,50.830562,4.393572
Creadanse,50.830549,4.392533
Auderghem Cemetary,50.808718,4.434384
Colonne Percée,50.815014,4.415773
Place Rolin,50.827578,4.398198
Christian Church,50.827402,4.382047
Beautiful Staircase,50.819942,4.392821
KOCC,50.815162,4.390067
Software Languages Lab VUB,50.821704,4.396862
Cimetière d'Ixelles,50.815626,4.390304
ULB Accès 1,50.819497,4.394489
Plaque Éléphant,50.812971,4.389215
Pétillon Station,50.827454,4.40408
Eddy Merckx,50.82314,4.417322
Quicky,50.814803,4.424778
Arcade Statue Abstrait,50.810035,4.399073
Mariali,50.828649,4.448345
Tetes de femmes,50.827203,4.445664
La Vague,50.819934,4.390694
Comme Une Fleur ,50.81605,4.390586
Ulb Plaine Accès 2,50.818044,4.396194
Sogno D'Italia,50.817248,4.388845
Le Forum,50.819739,4.399934
Denker in Alle Staten - VUB,50.822372,4.39387
Tienan Men,50.824838,4.396885
Batiment Aux Morts Des Corps De Transport,50.82624,4.390878
Mer du Nord,50.826539,4.398195
Obelisk,50.822111,4.396574
Noix De Coco Interstellaire,50.822708,4.393472
Aire De Jeu Lucien Outers,50.823577,4.403414
Plaine De Jeux,50.835994,4.438914
Parc Parmentier,50.830332,4.434987
Ruin With Graphiti,50.835269,4.438617
Van Genegen Playground,50.832714,4.449196
Le 250,50.83289,4.446616
Joueur De Tambour ,50.82902,4.396586
Marie & Jesus. Etterbeek,50.832952,4.394482
Les Fleurs De Charles,50.834018,4.390374
Ecole S'agnes ,50.835587,4.390058
Saint,50.835096,4.391095
Stade Guy Thys,50.829304,4.397025
Palais Stoclet,50.83531,4.416084
Shievelavabo,50.835142,4.4109
The  270,50.835009,4.420678
Tram Pétillon,50.829324,4.402539
Enfants portant la voûte,50.835821,4.401758
Fighter Pilot Edmond Thieffry,50.831882,4.406812
Etterbeek - Triangle House,50.83527,4.406168
Bel Aan Hare Helden,50.835016,4.399549
ING Playground Etterbeek,50.835045,4.401765
Orationis,50.826128,4.381657
The Stone Gate,50.82676,4.380887
The Flower Mix Wall Sculpture,50.823533,4.381927
Maison Du Chanteur,50.827649,4.386312
Mosaique Flower ,50.826794,4.379443
The Sleeping Waterfall,50.825908,4.380942
Institut Scientifique De Santé Publique,50.824157,4.381838
Little Girls Carrying Flowers,50.817043,4.376974
The Alien on the Wall,50.821774,4.379446
Barbe Rousse,50.817083,4.376364
Arcade Du Germoir,50.82993,4.379815
Parc Felix Hap,50.834393,4.387391
Forte Dei marmi Square,50.835735,4.379539
Mosquée Du Bengale,50.835839,4.378355
Deutschsprachige Evengelische Gemeinde,50.831775,4.455118
St.Sacrament,50.835862,4.373612
Natural History Museum,50.835838,4.375644
Eglise St. Boniface,50.835633,4.365156
Chapelle Vierge Stockel,50.841625,4.459823
Duc D'Angoulême,50.842427,4.419611
Metal Sculpture,50.836839,4.412307
Neptune House,50.841366,4.411175
Moustache,50.836484,4.414318
Square Prince De Merode,50.838674,4.40017
Ichec,50.838216,4.408383
Ganesh Wall Painting,50.836034,4.388048
Museum Royal And Art ,50.840143,4.390704
Bamboo Sculpture,50.836966,4.38859
Armenian Memorial,50.836766,4.389172
Armoirie De L'abbay De Lacambre,50.817834,4.374431
Leopold II,50.821468,4.371144
Swedish Crown,50.820313,4.375754
Le Vegas,50.819162,4.369319
Abbay of La Cambre,50.817537,4.373539
Ambassade De L'Inde ,50.820055,4.366149
Portail La Cambre,50.819258,4.373865
Omega Installation,50.818813,4.366515
Emile Duray,50.819851,4.375038
Le Bugatti,50.82178,4.366977
Lutte Equestre,50.814786,4.372069
Ancienne Fenêtre Saint Georges,50.81776,4.368568
A Camille Lemonnier,50.817924,4.37326
Museum Van Buuren,50.810092,4.353963
Monument aux Edith Cavell & Ma,50.813189,4.356825
Old Gate,50.809757,4.358798
The Clouds Stone,50.812535,4.355713
Embassy of Swaziland,50.811538,4.360673
Escargots De Ville,50.820671,4.477205
Kiosk,50.800871,4.384481
Maison Communale Woluwe Saint Pierre,50.837184,4.427324
Hands Wall,50.837231,4.427719
Wave Bench,50.843081,4.425784
La Lune Embarque,50.836885,4.427585
Parc Du Cinquantenaire -entrée Sud,50.839946,4.385528
Solvay Library ,50.838494,4.378659
Déclaration of Preseren,50.842268,4.383171
Royal Belgian Institute of Nat,50.836437,4.376343
Sri Chinmoy Peace Tree,50.840077,4.379036
Obscure Ball,50.838148,4.377765
Bruxelles Détail Facade,50.838694,4.37854
Entrée Parc Léopold,50.837896,4.380664
De herfst van G. Fontaine (Bru,50.841591,4.386399
Sculpture en Bois,50.836605,4.381206
Wooden Sculpture,50.837123,4.379421
Lady of Spring,50.842202,4.386447
Winter Statue,50.841535,4.386092
Le Justus Lipsius,50.84244,4.382646
Les Barbus,50.836115,4.386132
Embassy Of The Netherlands,50.842977,4.384967
European Catholic Centre,50.837647,4.384392
Un Européen,50.843113,4.379897
Bottazzi Mural,50.836388,4.381204
1895 Jean Stas,50.839068,4.378422
Périple,50.840918,4.382987
Jean Jindel,50.837933,4.376993
Mosaic Man,50.816723,4.353952
Some Art Déco Goddess ,50.816193,4.353842
Embassy Sri Lanka,50.817435,4.361962
Église de l'annonciation,50.817158,4.35439
Antoine Depage,50.816905,4.354652
Julio Cortázar,50.817619,4.355208
Giant Fork,50.840132,4.368663
L General Storms,50.839876,4.369097
Backside Orban Church,50.842338,4.370719
Demeure Du Compte Woeste,50.837288,4.365495
Marnix Gijsen Statue,50.839617,4.369018
The European Parliament,50.838868,4.374262
Parc Léopold South Entrance,50.837567,4.376034
Agora Simone Veil,50.839178,4.37448
Juliaan Dillens Memorial Statue,50.840099,4.369758
Sculpture in PHS Building,50.83846,4.376084
Renaissance Hotel,50.838046,4.371767
Embajada de España,50.842402,4.371475
Esplanade Solidarność 1980,50.839245,4.374014
Homme au Vase (Jean Hérain),50.839668,4.369633
The Orange Mirroring Building,50.839025,4.368797
Gare Bruxelles-Luxembourg,50.838115,4.373642
Swedish Embassy,50.840557,4.369914
Credo paroisse de la trinité,50.824903,4.35747
Le Labyrinthe Du Monde,50.827295,4.364122
Mother Teresa Power Box,50.807389,4.354355
Coloured Power Box,50.803875,4.358655
Berger Jourdan,50.834473,4.354784
Vielle Maison De Maître Bruxelloise,50.833902,4.360189
Wall Of Sea Shells,50.835218,4.355522
Urban Outfitters,50.833726,4.357678
Ornement Fleural,50.830103,4.36254
Golf Club Tervuren,50.812788,4.485687
Horta Houses ,50.82349,4.371858
Stained Glass Rue Vilain ,50.823508,4.370673
Armenian Apostolic Church,50.822951,4.365767
Woman Reading,50.826637,4.375993
Statue Entrée Bois de la Cambre,50.811905,4.36825
Anno 1907,50.813403,4.366314
Reuzevogel (Naamse Poort) Brussel,50.839093,4.361747
Angel On World's Map,50.841423,4.364952
Old Face Art,50.838176,4.361516
Ventilo ,50.836045,4.358127
Statue Of Roman Armor,50.841244,4.364983
Vendôme ,50.837412,4.362904
Engeltje,50.841034,4.364646
Matonge Mural,50.837745,4.361916
Paul Hymans,50.847253,4.433259
Breakdance,50.850967,4.342898
Diva Virgo,50.855664,4.34903
Fifth Avenue,50.857279,4.349037
Mural Of A Man,50.853326,4.351935
Machine Gunned Cycle Box,50.857265,4.348634
Liberty's,50.853191,4.352391
Musée Belge de la Franc-Maçonnerie,50.853035,4.351526
Raad Van State,50.843652,4.372117
Ambassade Francaise,50.84691,4.367442
Lady Watching The Entrance,50.845848,4.367749
Germany's Permanent Representation,50.84373,4.37376
Se Le De Le Fleur Vase,50.845856,4.366456
Ambassade Des États-Unis ,50.844698,4.366265
Belgian Post 1939,50.848653,4.368082
Theatre Royal Du Parc,50.845937,4.365591
Gravures Du Parlement,50.846353,4.365343
Bruxelles la tour Madou,50.849433,4.369634
Etterbeek - FINA logo relief,50.84473,4.370029
Église Desacralisėe,50.847506,4.370657
Brussels Défense Des Libertés Publiques ,50.849689,4.366457
Balancing Stone,50.835359,4.338582
Cité Fontainas,50.833908,4.341829
Mural Art : the Blacksmith,50.809374,4.313209
Place Saint-Denis,50.80981,4.317223
Station Forest Midi,50.809432,4.309982
Golden Mosaic,50.805226,4.342801
Longchamb Bookcrossing,50.805319,4.347918
La Première Pierre de Longchamp,50.805367,4.347858
La Ramée,50.80515,4.345038
Eagle and Owl,50.806352,4.343429
Piscine Longchamp,50.805175,4.348349
Candelaershuys Cultural Center,50.806073,4.342891
Playfield,50.807502,4.348431
Moebius,50.804974,4.345377
Station St-Job,50.794538,4.362718
Le Trottoir des Mosaïques,50.856914,4.390214
Cave Canem,50.855576,4.38981
Tour Au Parc Duden,50.814691,4.331032
Orkez Streetart,50.794369,4.334476
Fontaine Emile Danco,50.800344,4.337531
Forest Petit Train À Vapeur,50.801458,4.314859
Green Walkway Information Sign,50.803315,4.311414
Mayonnaise ,50.80694,4.315022
Bempt Nature Au Jardin,50.802213,4.316114
Playground Jupiter,50.818236,4.334118
Kasteel Dudenpark,50.818645,4.333348
Église Saint Augustin,50.816427,4.336913
Ingang Park Vorst-Duden,50.819986,4.333402
Victor Rousseau,50.814886,4.332662
La Cantina,50.845198,4.347801
Wooden Planter Boxes ,50.845268,4.346271
Remparts Villers,50.843405,4.350875
Domestic Bliss Mural,50.844086,4.345514
Bruxelles - Love Remembers ,50.847224,4.346016
Ma Mythologie Gay,50.846453,4.348847
Bruxelles-Ukkel : Eglise Saint,50.794031,4.366741
Nyikla Polis,50.796176,4.373879
Station Vivier D'Oie,50.796053,4.372364
Ruisbroek Station,50.790878,4.295001
Moliere Corner,50.816272,4.346953
House by Victor Horta,50.818261,4.351754
Fresque De Sainte Marie,50.826586,4.342732
Arthur De Greef,50.828798,4.352392
Monument aux morts 14-18 de Saint-Gilles,50.824772,4.345332
Roses,50.82581,4.343173
Signum Fidei ,50.825008,4.352671
Statue sur Appui de Fenêtre,50.827501,4.349954
Eglise Adventiste,50.847693,4.432427
Jewish Memorial,50.845306,4.421683
Fountain,50.843283,4.425192
Pierre Bertrand  Clown Statue - 2014,50.848442,4.427639
Fontaines Au Fonds Du Parc,50.845579,4.421911
Le Banc Circulaire,50.847092,4.298901
George Henri Park ingang,50.846675,4.420678
Le Parcours Santé,50.84495,4.418978
Entrée principale Parc Georges-Henri,50.845206,4.418245
Park Georges Henri Entrance Sign,50.844686,4.419432
The Huge Red Glasse,50.84339,4.41034
Royal Institute for the Deaf Mute and Blind,50.843749,4.411662
Fontaine Du Parc,50.845332,4.418472
Croix Sur Le Chemin,50.845102,4.419477
Roche Fatale,50.844518,4.420639
Kiosque,50.846069,4.419509
Pergola,50.845743,4.419288
Croix Ancien Cimetière,50.845217,4.418714
Fresque Des Pompiers ,50.83272,4.312092
Grenouille Ramasse-miettes,50.819599,4.324013
Le Parc Du Primeur,50.820851,4.322859
Mosaic Cow,50.821166,4.321794
Campus Narafi,50.815313,4.330109
Oeuvre National Des Aveugles,50.856361,4.383044
Square Steurs,50.853137,4.377968
La Peruche ,50.853481,4.379843
Saint JOSSE ex Rail Station,50.850594,4.380736
Sidewalk Mosaics,50.855451,4.381091
Stone Pipes,50.853213,4.377693
The High Residents,50.857806,4.348344
Le Petit Palais Des Sports Entrance,50.807443,4.32702
Ecole De Peinture,50.830569,4.349628
Philanthropy House,50.833654,4.343896
Up & Down Art in Concrete,50.834422,4.352846
Louis Joseph Baron Seutin,50.834128,4.346812
Kneeling,50.831185,4.351602
Fresque Info Sida,50.83573,4.348071
Paroisse Saint-Vincent de Paul,50.848171,4.311375
Frise Au Sénat,50.846652,4.363913
Underground Art,50.846761,4.357816
Belgian Parliamant,50.84648,4.364632
Central Station Inside,50.845372,4.35677
Cheval Blanc Fresque,50.845427,4.357242
Macetero,50.845176,4.356407
Klooster Passionisten,50.842563,4.497687
OLV van den vrede,50.839394,4.492923
Église Saint Joseph,50.842253,4.49737
Sleepy Head,50.853106,4.367315
Henri Frick,50.851517,4.369122
Yellow People On A Blue Bridge,50.851454,4.370538
H. Frick Park,50.851741,4.368511
Arbre De La Delivrance,50.838837,4.312781
Monument Emile Vandervelde,50.836853,4.318525
Modern Art: The Tunnel,50.839141,4.314718
La Retraite,50.849083,4.388074
Ecole de Guerre,50.845997,4.392323
Church,50.850002,4.395051
Maria Anno 1897,50.847156,4.395013
Fresque Enfantine,50.855835,4.461662
Plaine de Jeux- Quartier Galaxie,50.852653,4.42433
Monument National Aux Morts,50.848207,4.377599
Fontaine au parc Ambiorix,50.84698,4.383983
The Meeting Point,50.845256,4.379349
Old Waterfall,50.846917,4.381775
Hommage Villalobar,50.843321,4.383993
Norges Hus,50.84357,4.383962
Happy Traffic Jam,50.84359,4.378705
Lt. General Bernheim Statue ,50.847601,4.378117
Plaine De Jeux Ambiorix,50.846616,4.383121
Whisper,50.843286,4.380358
Berlaymont Tree,50.843784,4.381931
RTBF/Vrt,50.853044,4.401628
Modern Sculpture ,50.852928,4.404462
Paroisse Saint -Paul,50.798351,4.322798
Hangars Multi-Color,50.821176,4.31285
Sint-Hubertuskapel,50.824147,4.517025
Gare de Uccle Calevoet,50.791676,4.332319
Le Gros Téléphone,50.83932,4.337331
Huis van het protestantisme,50.841862,4.337509
Tintin et Milou,50.838763,4.336155
Zuidertoren Abstract Sculpture,50.837841,4.336913
